id;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers;Expertise
10751;30;9;1;2;3;5;2;3;1;32;28;4;85;2.6563;1;0;1;0;17;2026;119;63;3.7059;40;50;21;18;11;97;97;1;1;4;4;5;0;0;10.19999981;10.19999981;24;24;5;1;1;114;5
10756;71;14;9;1;6;5;1;8;4;60;39;21;212;3.5333;50;3;41;0;100;22726;227;470;4.7;221;515;379;93;43;97;97;5;5;0;0;4;0;0;5.800000191;5.800000191;4;4;5;1;1;538;4
10772;227;15;13;6;8;1;2;2;2;100;71;29;224;2.24;1;0;1;0;100;13546;135;773;7.73;241;968;617;259;92;499;499;469;469;0;0;3;0;0;0;0;1;1;469;1;1;789;3
10792;29;0;0;0;3;0;0;1;0;4;4;0;11;2.75;0;0;0;0;19;453;24;69;3.6316;34;24;12;10;2;19;19;0;0;1;1;1;0;0;17.39999962;17.39999962;1;1;1;1;1;39;1
10796;55;8;0;0;6;3;0;6;0;35;25;10;7;0.2;0;0;0;0;32;579;18;79;2.4688;54;10;0;1;9;9;9;0;0;0;0;1;0;0;0;0;1;1;0;1;1;59;1
10867;36;3;0;0;8;3;0;4;0;100;84;16;193;1.93;0;0;0;0;100;343;3.43;214;2.14;222;98;67;14;17;34;11.3333;0;0;0;0;1;0;0;2.900000095;1.450000048;4;1.333333333;0;1;1;280;1
10892;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1145;104;127;11.5455;12;27;24;1;2;89;89;0;0;10;10;1;0;0;2.200000048;2.200000048;13;13;11;1;4;295;1
10893;1831;7;257;53;25;4;15;6;9;100;93;7;216;2.16;0;0;0;0;100;533;5.33;292;2.92;218;339;226;66;47;26385;26385;0;0;744;744;1;58;58;6.099999905;6.099999905;2.799999952;2.799999952;744;1;1;411;1
10921;0;0;0;0;0;0;0;0;0;27;24;3;82;3.037;6;0;6;0;61;1640;27;168;2.7541;85;111;95;14;2;15917;15917;32;32;197;197;5;4;4;10.30000019;10.30000019;130.1999969;130.1999969;229;1;1;333;5
10929;2;0;0;0;1;0;0;0;0;45;37;8;222;4.9333;18;5;12;0;52;894;17;196;3.7692;130;225;116;87;22;6;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;60;1
10946;718;227;1;1;16;11;1;10;1;100;93;7;120;1.2;0;0;0;0;78;333;4.2692;142;1.8205;182;21;17;1;3;889;889;3;3;6;6;4;0;0;25.70000076;25.70000076;9.199999809;9.199999809;9;1;1;63;4
10961;32;0;0;0;6;0;0;3;0;6;5;1;20;3.3333;0;0;0;0;38;131;3.4474;32;0.8421;102;0;0;0;0;17;17;0;0;0;0;1;0;0;29.20000076;29.20000076;3;3;0;1;1;32;1
10965;46;0;1;0;7;0;0;1;1;1;1;0;0;0;0;0;0;0;29;219;7.5517;35;1.2069;82;18;0;3;15;176;176;2;2;1;1;3;2;2;2.799999952;2.799999952;1.600000024;1.600000024;3;1;1;24;3
10971;564;1;12;8;16;1;2;7;5;2;2;0;15;7.5;12;0;12;0;51;280;5.4902;68;1.3333;133;39;22;12;5;5;5;0;0;0;0;1;0;0;0;0;1;1;0;1;1;36;1
10983;38;1;1;0;6;1;0;6;1;100;13;87;37;0.37;0;0;0;0;100;121;1.21;135;1.35;205;12;6;3;3;11;11;0;0;0;0;1;0;0;0;0;1;1;0;1;1;66;1
11005;31;0;4;1;10;0;1;13;4;78;61;17;192;2.4615;17;0;17;0;89;840;9.4382;142;1.5955;122;23;11;6;6;7;7;0;0;0;0;1;0;0;0;0;2;2;0;1;1;669;1
11076;274;95;18;0;30;65;0;34;15;100;79;21;450;4.5;7;0;6;0;100;11411;114;349;3.49;291;126;93;24;9;93;31;0;0;7;2.3333;1;0;0;43.10000062;14.36666687;20;6.666666667;8;1;2.333333333;257;1
11080;0;1;0;0;0;1;0;0;0;100;14;86;233;2.33;62;4;46;3;35;4887;140;926;26.4571;69;2;1;0;1;28;14;0;0;1;0.5;1;0;0;8.300000191;4.150000095;4.5;2.25;1;1.5;1;1933;1
11083;793;57;61;14;38;34;8;35;26;100;88;12;316;3.16;7;0;7;0;100;3376;34;78;0.78;239;1195;1013;133;49;37;18.5;0;0;2;1;1;0;0;0;0;3.299999952;1.649999976;2;1;1;738;1
11090;23;1;0;0;3;1;0;3;0;23;14;9;308;13.3913;84;10;53;12;30;10781;359;559;18.6333;76;47;28;19;0;59157;59157;18;18;829;829;4;25;25;8.800000191;8.800000191;18.5;18.5;847;1;1;2479;4
11126;416;64;49;153;6;3;2;5;3;100;83;17;312;3.12;94;0;35;1;67;1895;28;184;2.7463;160;160;136;18;6;32;16;0;0;0;0;1;0;0;0;0;3;1.5;0;1;1;87;1
11149;10;0;0;0;2;0;0;3;0;5;5;0;10;2;0;0;0;0;19;4413;232;101;5.3158;27;164;86;30;48;883;883;17;17;0;0;4;0;0;0.699999988;0.699999988;1;1;17;1;1;2333;4
11177;536;12;225;35;23;8;10;13;29;81;60;21;250;3.0864;9;0;9;0;88;10951;124;808;9.1818;287;579;388;159;32;31;31;0;0;0;0;1;0;0;13.89999962;13.89999962;2.5;2.5;0;1;1;162;1
11191;39;0;1;1;2;0;1;3;1;8;6;2;32;4;0;0;0;0;43;3791;88;243;5.6512;84;48;27;8;13;141;70.5;0;0;3;1.5;1;0;0;35.29999924;17.64999962;7.5;3.75;3;1;1;583;1
11200;355;21;49;25;19;11;9;13;10;89;82;7;173;1.9438;13;2;10;0;98;2878;29;195;1.9898;266;177;142;25;10;38;38;0;0;0;0;1;0;0;0;0;3.5;3.5;0;1;1;844;1
11220;1345;14;114;1;31;8;1;27;17;65;46;19;149;2.2923;1;0;1;0;100;425;4.25;138;1.38;340;122;111;6;5;42;42;0;0;0;0;1;0;0;27.60000038;27.60000038;3;3;0;1;1;299;1
11223;17;0;0;0;4;0;0;62;0;3;3;0;3;1;0;0;0;0;100;127;1.27;25;0.25;339;0;0;0;0;6745;6745;5;5;51;51;3;3;3;4;4;6.099999905;6.099999905;56;1;1;129;3
11225;307;46;26;22;18;23;7;14;10;100;67;33;208;2.08;2;0;2;0;100;5062;51;296;2.96;225;255;161;57;37;111;111;0;0;2;2;1;0;0;15.30000019;15.30000019;21;21;2;1;1;3622;1
11229;1;0;0;0;1;0;0;0;0;47;31;16;138;2.9362;39;1;34;0;100;3247;32;98;0.98;169;247;192;27;28;8;8;0;0;3;3;1;0;0;0;0;3;3;3;3;1;305;1
11238;19;1;11;1;4;1;1;4;5;64;52;12;228;3.5625;2;0;2;0;100;203;2.03;228;2.28;196;25;18;4;3;198;99;0;0;1;0.5;1;0;0;9.399999619;4.699999809;51;25.5;1;1;1;44;1
11259;155;8;7;0;12;4;0;12;3;10;8;2;23;2.3;1;0;0;0;15;154;10.2667;32;2.1333;32;5;5;0;0;5;5;0;0;0;0;1;0;0;16.70000076;16.70000076;1;1;0;1;1;14;1
11260;483;98;19;11;59;11;5;4;14;100;63;37;373;3.73;7;3;4;0;54;875;16;178;3.2963;180;222;172;48;2;118;118;2;2;2;2;3;0;0;54.09999847;54.09999847;0.5;0.5;4;1;1;106;3
11262;419;61;63;6;9;10;2;2;8;100;58;42;237;2.37;22;2;20;0;62;4168;67;152;2.4516;163;186;165;6;15;35;35;0;0;0;0;1;0;0;14.60000038;14.60000038;6;6;0;1;1;387;1
11268;884;13;4;0;34;10;0;13;3;100;67;33;105;1.05;15;0;15;0;100;972;9.72;223;2.23;198;29;24;3;2;68;68;0;0;1;1;1;0;0;4.199999809;4.199999809;1;1;1;1;1;230;1
11270;63;8;20;15;6;7;3;1;6;100;82;18;364;3.64;13;0;13;0;52;575;11.0577;46;0.8846;151;141;112;29;0;2796;2796;2;2;72;72;3;10;10;7.099999905;7.099999905;18.70000076;18.70000076;74;1;1;61;3
11279;117;42;20;15;15;15;2;19;9;100;67;33;179;1.79;107;1;105;0;82;1119;14;98;1.1951;174;298;175;59;64;101;101;4;4;2;2;5;0;0;9.800000191;9.800000191;24;24;6;1;1;159;5
11296;496;0;0;0;9;0;0;5;0;2;2;0;2;1;0;0;0;0;18;1522;85;111;6.1667;67;4;0;1;3;51;51;2;2;0;0;3;0;0;0;0;0.699999988;0.699999988;2;1;1;151;3
11308;34;3;0;0;2;3;0;2;0;34;27;7;98;2.8824;0;0;0;0;18;1505;84;147;8.1667;60;285;233;42;10;7;7;0;0;0;0;1;0;0;0;0;0.300000012;0.300000012;0;1;1;21;1
11311;8;1;2;0;2;1;0;0;1;7;3;4;11;1.5714;1;0;1;0;15;1345;90;74;4.9333;25;12;5;3;4;389;389;1;1;19;19;5;0;0;32.09999847;32.09999847;4.400000095;4.400000095;20;1;1;75;5
11358;0;1;0;0;0;1;0;5;0;100;32;68;47;0.47;0;0;0;0;100;585;5.85;127;1.27;152;41;9;9;23;79;39.5;0;0;0;0;1;0;0;0;0;2.299999952;1.149999976;0;1;1;145;1
11362;699;53;242;47;55;11;10;37;39;100;84;16;220;2.2;26;0;26;0;100;886;8.86;108;1.08;329;383;313;53;17;10338;10338;31;31;337;337;5;12;12;11.89999962;11.89999962;71.09999847;71.09999847;368;1;1;245;5
11372;0;0;0;0;0;0;0;22;0;3;2;1;3;1;0;0;0;0;72;602;8.3611;100;1.3889;155;13;13;0;0;27;27;0;0;3;3;1;0;0;10;10;6;6;3;1;1;174;1
11374;189;0;5;0;9;0;0;7;1;11;9;2;15;1.3636;0;0;0;0;65;405;6.2308;73;1.1231;118;29;14;3;12;53;53;0;0;0;0;1;0;0;5.400000095;5.400000095;6;6;0;1;1;42;1
11379;8;2;2;0;4;2;0;9;2;6;3;3;7;1.1667;0;0;0;0;67;1371;20;117;1.7463;151;4;0;0;4;9;9;0;0;0;0;1;0;0;0;0;1;1;0;1;1;169;1
11383;297;11;6;5;15;5;4;2;5;100;59;41;252;2.52;23;1;22;0;75;8161;109;559;7.4533;192;235;221;9;5;89;44.5;0;0;1;0.5;1;0;0;2.099999905;1.049999952;22;11;1;1;1;1125;1
11385;376;6;98;39;46;5;5;23;19;100;96;4;397;3.97;1;0;1;0;100;2057;21;233;2.33;283;156;115;26;15;75;75;0;0;2;2;1;0;0;6.300000191;6.300000191;12;12;2;1;1;8068;1
11398;22;6;2;8;4;5;4;4;2;98;80;18;380;3.8776;33;0;24;0;59;1054;18;124;2.1017;130;159;131;27;1;56;56;0;0;0;0;1;0;0;0;0;7;7;0;1;1;147;1
11415;60;0;0;0;6;0;0;4;0;1;1;0;2;2;0;0;0;0;13;778;60;70;5.3846;35;7;0;1;6;34;34;0;0;1;1;1;0;0;0;0;12;12;1;1;1;95;1
11434;26;0;5;0;2;0;0;1;1;2;1;1;2;1;0;0;0;0;36;357;9.9167;65;1.8056;61;62;51;1;10;87;87;0;0;12;12;1;0;0;42.40000153;42.40000153;2;2;12;1;1;141;1
11443;0;8;0;1;0;5;1;0;0;100;78;22;415;4.15;15;0;15;0;75;154;2.0533;100;1.3333;156;13;11;0;2;1587;1587;0;0;44;44;1;0;0;27.20000076;27.20000076;105.5;105.5;44;1;1;43;1
11468;1041;16;63;0;58;12;0;17;17;100;81;19;319;3.19;41;0;40;0;100;12208;122;767;7.67;151;304;247;46;11;81;81;0;0;0;0;1;0;0;5.800000191;5.800000191;12;12;0;1;1;1688;1
11534;39;1;7;1;6;1;1;1;3;100;78;22;339;3.39;1;0;1;0;100;4828;48;303;3.03;190;302;218;48;36;105;35;1.3333;4;1;0.3333;2;0;0;0;0;2.5;0.833333333;5;1;1;1582;2
11536;90;18;113;171;10;3;12;2;9;100;98;2;192;1.92;7;0;7;0;51;4501;88;287;5.6275;139;381;321;42;18;23871;11935.5;0;0;153;76.5;1;1;0.5;12.60000038;6.300000191;49.09999847;24.54999924;153;1;1;806;1
11541;129;11;6;67;14;9;11;13;6;100;78;22;355;3.55;29;0;28;0;100;87;1;182;1.82;248;38;28;6;4;1;1;0;0;0;0;1;0;0;50;50;0;0;0;1;1;401;1
11545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;112;1.12;110;1.1;182;4;2;2;0;50;50;0;0;0;0;1;0;0;0;0;4;4;0;1;1;29;1
11571;146;4;2;0;12;1;0;9;1;8;4;4;5;0.625;1;0;0;0;48;90;1.875;51;1.0625;100;114;43;12;59;66;66;0;0;1;1;1;0;0;0;0;3;3;1;1;1;10;1
11579;31;0;0;0;3;0;0;1;0;100;79;21;131;1.31;0;0;0;0;100;2931;29;165;1.65;130;144;91;11;42;54;54;0;0;0;0;1;0;0;0;0;4;4;0;1;1;64;1
11584;10;0;4;0;4;0;0;3;3;17;12;5;99;5.8235;2;0;2;0;48;501;10.4375;102;2.125;88;14;7;1;6;70;35;0;0;0;0;1;0;0;4.199999809;2.099999905;20;10;0;1;1;116;1
11585;9;1;5;0;4;1;0;13;4;8;5;3;11;1.375;1;0;1;0;52;294;5.6538;61;1.1731;118;26;19;0;7;48;48;0;0;0;0;1;0;0;4;4;14;14;0;1;1;71;1
11600;1;3;3;0;1;1;0;7;3;100;99;1;343;3.43;0;0;0;0;100;222;2.22;118;1.18;204;161;130;20;11;74;37;0.5;1;0;0;2;0;0;12.5;6.25;3;1.5;1;1;1;994;2
11609;1225;28;211;81;57;13;24;13;40;100;86;14;540;5.4;0;0;0;0;100;1238;12.38;284;2.84;195;643;459;145;39;18906;6302;0;0;777;259;1;23;7.6667;59.00000143;19.66666714;22.20000076;7.400000254;777;1;1;696;1
11616;62;13;21;20;3;3;1;4;3;80;69;11;189;2.3625;3;0;3;0;46;3139;68;134;2.913;147;108;91;13;4;24;24;0;0;2;2;1;0;0;7.699999809;7.699999809;0.600000024;0.600000024;2;1;1;88;1
11617;0;1;0;0;0;1;0;0;0;13;7;6;18;1.3846;0;0;0;0;56;3161;56;112;2;102;31;12;4;15;33;33;0;0;0;0;1;0;0;0;0;6;6;0;1;1;67;1
11620;54;4;2;0;6;4;0;3;2;49;40;9;84;1.7143;11;2;8;1;56;260;4.6429;83;1.4821;112;50;33;5;12;39;39;0;0;0;0;1;0;0;0;0;5.5;5.5;0;1;1;29;1
11659;142;7;6;0;14;6;0;18;6;27;10;17;68;2.5185;8;0;7;0;100;474;4.74;138;1.38;196;44;13;19;12;53;53;0;0;11;11;1;0;0;8.600000381;8.600000381;7;7;11;1;1;73;1
11675;1618;8;36;17;37;5;5;19;12;55;32;23;175;3.1818;28;0;26;1;100;10381;104;346;3.46;212;180;154;13;13;67;33.5;0;0;1;0.5;1;0;0;20.5;10.25;6.400000006;3.200000003;1;1;1;758;1
11679;0;0;0;0;0;0;0;2;0;1;1;0;1;1;0;0;0;0;27;1225;45;101;3.7407;45;12;9;3;0;34;34;0;0;0;0;1;0;0;10.5;10.5;4;4;0;1;1;181;1
11683;143;3;7;0;10;3;0;14;5;43;30;13;97;2.2558;16;0;16;0;70;1075;15;127;1.8143;200;58;22;7;29;81;81;0;0;1;1;1;0;0;3.599999905;3.599999905;4.5;4.5;1;1;1;84;1
11696;1080;70;245;359;24;10;17;9;14;100;86;14;541;5.41;2;0;2;0;100;27268;273;816;8.16;226;602;452;123;27;29;29;1;1;0;0;3;0;0;3.299999952;3.299999952;1;1;1;1;1;3771;3
11706;523;40;9;17;13;14;3;2;7;100;72;28;428;4.28;0;0;0;0;100;535;5.35;168;1.68;317;383;293;44;46;24;24;0;0;0;0;1;0;0;0;0;8;8;0;1;1;257;1
11721;11;3;0;0;2;3;0;3;0;40;34;6;20;0.5;0;0;0;0;23;317;14;24;1.0435;29;0;0;0;0;642;642;1;1;17;17;5;1;1;19.39999962;19.39999962;8.5;8.5;18;1;1;34;5
11748;9;0;0;0;3;0;0;2;0;4;2;2;5;1.25;0;0;0;0;83;271;3.2651;96;1.1566;167;9;0;1;8;538;134.5;2.25;9;18;4.5;1.5;0;0;39.99999905;9.999999762;10.89999986;2.724999964;27;1;1;12;1.5
11761;0;0;0;0;0;0;0;0;0;12;7;5;34;2.8333;0;0;0;0;100;959;9.59;152;1.52;126;241;91;81;69;35;35;0;0;0;0;1;0;0;0;0;5;5;0;1;1;60;1
11763;0;0;0;0;0;0;0;0;0;16;6;10;35;2.1875;0;0;0;0;72;347;4.8194;133;1.8472;176;18;4;3;11;42;42;0;0;3;3;1;0;0;17.60000038;17.60000038;11;11;3;1;1;370;1
11766;159;20;110;34;29;13;8;27;32;100;87;13;405;4.05;7;0;7;0;100;2323;23;247;2.47;347;297;251;26;20;9;9;0;0;0;0;1;0;0;0;0;1;1;0;1;1;184;1
11829;48;2;2;15;4;2;2;3;1;100;90;10;28;0.28;2;0;2;0;51;29305;575;446;8.7451;116;673;504;142;27;8540;8540;5;5;88;88;3;6;6;13.19999981;13.19999981;7.400000095;7.400000095;93;1;1;352;3
11860;0;0;0;0;0;0;0;0;0;10;9;1;20;2;0;0;0;0;77;268;3.4805;21;0.2727;156;1;1;0;0;94786;94786;270;270;6645;6645;5;15;15;31.20000076;31.20000076;875.4000244;875.4000244;6915;2;1;129;5
11867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;305;19;20;1.25;53;3;0;0;3;168173;168173;366;366;3903;3903;5;68;68;19.60000038;19.60000038;121.5;121.5;4269;1;1;6;5
11883;214;7;48;68;25;5;7;1;9;100;97;3;112;1.12;0;0;0;0;100;23;0;106;1.06;113;88;78;5;5;73;36.5;0;0;0;0;1;0;0;15.60000038;7.800000191;10;5;0;1;1;106;1
11895;0;2;0;0;0;2;0;2;0;64;44;20;127;1.9844;23;0;20;0;95;2747;29;108;1.1368;254;125;91;21;13;18;9;0;0;3;1.5;1;0;0;0;0;6;3;3;1;1;57;1
11926;191;18;21;63;23;5;16;2;12;100;23;77;30;0.3;0;0;0;0;100;9040;90;1444;14.44;242;786;596;129;61;50;50;2;2;0;0;3;0;0;0;0;1;1;2;1;1;809;3
11953;147;7;24;13;10;6;8;3;9;100;74;26;209;2.09;2;0;2;0;92;701;7.6196;192;2.087;251;70;49;16;5;13;13;0;0;0;0;1;0;0;0;0;1;1;0;1;1;235;1
11954;260;14;2;0;23;10;0;9;2;100;82;18;311;3.11;33;1;32;0;100;1120;11.2;199;1.99;209;39;33;4;2;11362;11362;14;14;227;227;5;3;3;17.10000038;17.10000038;71.40000153;71.40000153;241;1;1;130;5
11955;848;10;63;41;51;4;8;29;11;36;35;1;65;1.8056;1;0;1;0;100;647;6.47;208;2.08;278;695;553;98;44;162;54;0;0;2;0.6667;1;0;0;25.80000019;8.600000064;8.699999988;2.899999996;2;1;1;144;1
11960;827;10;10;1;32;7;1;23;6;74;50;24;89;1.2027;2;0;2;0;100;1513;15;145;1.45;192;69;35;8;26;123;61.5;0;0;0;0;1;0;0;1.5;0.75;2.100000001;1.050000001;0;1;1;201;1
11967;84;23;21;19;19;8;11;0;13;100;92;8;211;2.11;0;0;0;0;92;10319;112;1663;18.0761;163;1037;793;151;93;3394;3394;5;5;47;47;4;1;1;2.299999952;2.299999952;14.60000038;14.60000038;52;1;1;267;4
11985;3;0;0;0;1;0;0;0;0;7;7;0;6;0.8571;0;0;0;0;6;922;154;32;5.3333;12;5;1;0;4;696;696;0;0;7;7;1;2;2;32.40000153;32.40000153;7.400000095;7.400000095;7;1;1;76;1
11991;915;265;48;5;53;21;1;12;6;100;55;45;130;1.3;0;0;0;0;100;142;1.42;173;1.73;220;92;55;3;34;222;222;0;0;7;7;1;0;0;6.300000191;6.300000191;15;15;7;1;1;385;1
12010;269;1;0;3;27;1;1;23;0;5;5;0;20;4;10;0;10;0;87;2242;26;349;4.0115;199;75;15;23;37;273;91;0;0;0;0;1;0;0;9.800000191;3.26666673;4;1.333333333;0;1;1;128;1
12028;40;11;7;2;12;10;1;2;5;100;84;16;229;2.29;1;0;1;0;100;1414;14;264;2.64;200;66;50;6;10;84;84;0;0;1;1;1;0;0;0;0;17;17;1;1;1;573;1
12056;32;0;0;1;3;0;1;2;0;23;18;5;136;5.913;3;0;3;0;22;3592;163;196;8.9091;48;30;22;2;6;89;89;0;0;27;27;1;0;0;3.299999952;3.299999952;13;13;27;1;1;289;1
12066;34;1;2;1;5;1;1;4;1;24;9;15;29;1.2083;1;0;1;0;27;573;21;37;1.3704;36;39;24;8;7;88;44;0;0;2;1;1;0;0;25;12.5;14.4000001;7.200000048;2;1;1;18;1
12069;102;4;12;9;17;4;5;11;6;100;85;15;488;4.88;5;0;5;0;100;667;6.67;104;1.04;204;15;14;0;1;42;8.4;0;0;0;0;1;0;0;11.80000019;2.360000038;15;3;0;1;1;736;1
12079;7;0;0;0;1;0;0;2;0;16;15;1;67;4.1875;1;0;1;0;24;688;29;42;1.75;55;77;31;23;23;56136;28068;46.5;93;461;230.5;3;111;55.5;6.099999905;3.049999952;13.9000001;6.950000048;554;1;1;15;3
12101;1993;4;5;1;36;4;1;9;4;50;42;8;48;0.96;1;0;1;0;39;5700;146;200;5.1282;107;133;105;10;18;44;44;0;0;0;0;1;0;0;0;0;1;1;0;1;1;201;1
12107;489;13;1;0;31;6;0;45;1;17;7;10;7;0.4118;0;0;0;0;100;775;7.75;106;1.06;211;15;2;4;9;32;32;0;0;3;3;1;0;0;0;0;4;4;3;1;1;192;1
12108;131;3;22;0;13;3;0;1;7;82;63;19;318;3.878;90;2;84;2;85;5597;66;240;2.8235;157;476;250;113;113;466;155.3333;0.3333;1;8;2.6667;1.666666667;0;0;0.699999988;0.233333329;13.80000019;4.600000064;9;1;1;187;1.666666667
12112;34;4;21;6;4;3;1;4;3;73;51;22;237;3.2466;28;2;26;0;100;7300;73;905;9.05;182;468;269;130;69;1226;613;2.5;5;27;13.5;2.5;0;0;11;5.5;9;4.5;32;1;1;160;2.5
12120;202;23;4;3;10;5;1;5;3;100;71;29;105;1.05;3;0;3;0;70;363;5.1857;89;1.2714;126;73;51;13;9;405;101.25;0.75;3;3;0.75;1.5;2;0.5;51.49999988;12.87499997;18.5;4.625;6;1;1;35;1.5
12127;12;1;0;0;2;1;0;2;0;29;17;12;121;4.1724;31;0;28;3;100;3130;31;116;1.16;212;55;26;8;21;70;70;1;1;2;2;3;0;0;2.799999952;2.799999952;1.799999952;1.799999952;3;1;1;114;3
12131;215;40;141;7;38;17;5;27;32;100;25;75;148;1.48;18;12;6;0;91;584;6.4176;122;1.3407;319;320;193;91;36;18940;18940;0;0;187;187;1;24;24;8.100000381;8.100000381;10.30000019;10.30000019;187;1;1;400;1
12135;77;2;7;5;8;2;2;4;2;14;12;2;13;0.9286;0;0;0;0;50;1970;39;109;2.18;133;307;229;66;12;106;106;0;0;0;0;1;0;0;2.799999952;2.799999952;22;22;0;1;1;45;1
12142;2;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;33;458;14;107;3.2424;65;8;3;4;1;1437;1437;5;5;12;12;3;0;0;6.800000191;6.800000191;11.80000019;11.80000019;17;1;1;260;3
12143;158;6;28;22;8;5;6;3;7;100;86;14;342;3.42;2;0;2;0;72;662;9.1944;107;1.4861;144;399;314;78;7;28;28;0;0;0;0;1;0;0;0;0;0.5;0.5;0;1;1;59;1
12195;710;90;76;41;18;49;7;17;13;100;83;17;479;4.79;39;0;38;0;100;3200;32;182;1.82;263;248;209;30;9;11;11;0;0;12;12;1;0;0;0;0;0;0;12;4;1;1131;1
12198;121;4;9;9;12;3;3;4;6;43;33;10;98;2.2791;10;0;10;0;58;2472;43;142;2.4483;110;232;115;34;83;283;283;0;0;2;2;1;0;0;22.5;22.5;9.300000191;9.300000191;2;1;1;167;1
12213;2;0;5;0;2;0;0;6;2;28;22;6;62;2.2143;5;0;5;0;34;1921;57;118;3.4706;86;238;108;47;83;8;8;3;3;1;1;3;0;0;11.10000038;11.10000038;1;1;4;1;1;277;3
12224;94;20;24;2;19;8;2;19;9;55;30;25;77;1.4;3;0;3;0;100;2503;25;161;1.61;287;140;100;31;9;143;35.75;0;0;4;1;1;0;0;13.40000033;3.350000083;11.5;2.875;4;1;1;136;1
12225;180;6;9;0;10;2;0;4;1;24;11;13;46;1.9167;6;0;6;0;100;179;1.79;116;1.16;262;10;8;2;0;41347;41347;3;3;477;477;5;7;7;29.79999924;29.79999924;21.70000076;21.70000076;488;1;4;424;5
12233;120;10;8;4;15;3;3;14;2;100;81;19;62;0.62;15;1;14;0;72;2827;39;238;3.3056;109;47;33;7;7;104;104;0;0;6;6;1;0;0;0;0;23;23;6;1;1;321;1
12245;882;171;264;357;26;12;16;22;13;100;64;36;457;4.57;55;0;55;0;71;10121;143;395;5.5634;223;470;374;62;34;17;17;0;0;0;0;1;0;0;0;0;1;1;0;1;1;264;1
12249;0;0;0;0;0;0;0;0;0;100;82;18;84;0.84;0;0;0;0;100;798;7.98;186;1.86;139;345;338;4;3;14140;4713.3333;4.3333;13;405;135;2.333333333;4;1.3333;33.80000079;11.26666693;382.099988;127.3666627;418;1;1;538;2.333333333
12250;683;83;111;65;34;13;4;46;10;100;83;17;316;3.16;38;0;30;0;100;916;9.16;77;0.77;272;38;36;1;1;809;809;72;72;13;13;3;4;4;1.700000048;1.700000048;1.200000048;1.200000048;85;1;1;2379;3
12283;94;0;0;0;10;0;0;11;0;3;2;1;6;2;0;0;0;0;98;188;1.9184;114;1.1633;234;45;6;6;33;1229;1229;4;4;25;25;2;1;1;20.60000038;20.60000038;6.199999809;6.199999809;29;1;1;65;2
12287;63;3;1;1;10;2;1;2;1;100;71;29;262;2.62;0;0;0;0;100;532;5.32;169;1.69;269;50;40;3;7;97;97;0;0;1;1;1;0;0;7.599999905;7.599999905;20;20;1;1;1;389;1
12300;54;8;19;4;10;4;2;3;3;84;51;33;65;0.7738;11;0;10;0;56;134;2.3929;82;1.4643;145;81;71;3;7;9727;3242.3333;9;27;45;15;2.333333333;0;0;22.30000019;7.433333397;61.29999924;20.43333308;72;1;1;34;2.333333333
12304;0;0;0;0;0;0;0;0;0;17;10;7;62;3.6471;0;0;0;0;100;352;3.52;45;0.45;347;0;0;0;0;10650;10650;10;10;446;446;5;20;20;34;34;37.90000153;37.90000153;456;1;1;124;5
12321;2565;25;3;0;10;4;0;16;3;28;28;0;17;0.6071;0;0;0;0;100;166;1.66;107;1.07;298;2;0;1;1;7919;7919;3;3;124;124;3;6;6;30.20000076;30.20000076;8.5;8.5;127;1;1;29;3
12347;0;1;0;0;0;1;0;0;0;100;85;15;35;0.35;4;0;4;0;78;206;2.641;155;1.9872;259;72;63;7;2;314;157;12;24;53;26.5;2;1;0.5;31.90000057;15.95000029;17.80000019;8.900000095;77;1;1;46;2
12367;89;1;3;0;10;1;0;27;2;100;28;72;212;2.12;0;0;0;0;100;155;1.55;108;1.08;204;5;5;0;0;7;7;0;0;0;0;1;0;0;0;0;1;1;0;1;1;2424;1
