qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
0;0;0;0;5;4;0,8;13;12;1;0;5;0;0;3;8;2,67;5787;1929;13;562;3;44;2;15;3;2;7;8;67;59;8;220;3,28;60;21;29;10;76;8460;111;245;3,22;158;453;406;43;4;14;14;0;0;0;0;1;0;0;12,5;12,5;0;0;0;1;1;1130
2;1;0;0;1;2;2;5;4;1;0;0;0;0;0;0;0;0;0;3;40;8;12;16;2;6;1;3;1;100;71;29;494;4,94;6;0;6;0;100;570;5,7;166;1,66;209;30;8;8;14;150;75;0;0;4;2;1;2;1;17,6;8,8;7;3,5;4;1;1;559
0;0;0;0;1;1;1;6;6;0;0;2;0;0;3;1;0,33;644;214,67;9;3;1;2;0;2;1;0;4;2;40;34;6;137;3,43;11;0;11;0;31;507;16;45;1,45;83;17;11;2;4;1296;1296;2;2;7;7;4;0;0;2,8;2,8;12,6;12,6;9;1;1;39
3;2;0;1;5;3;0,6;1;1;0;0;0;0;0;0;0;0;0;0;12;359;10;6;0;47;8;0;48;6;17;15;2;45;2,65;8;2;5;1;100;764;7,64;106;1,06;214;33;20;6;7;206;103;1,5;3;12;6;3;0;0;5,7;2,85;10;5;15;1;1;167
1;0;0;0;3;1;0,33;7;7;0;0;5;0;0;2;3;1,5;354;177;11;637;61;50;44;10;6;2;6;7;73;53;20;200;2,74;16;5;9;1;20;14185;709;172;8,6;38;160;131;19;10;581;581;0;0;3;3;1;0;0;3,8;3,8;17,6;17,6;3;1;1;429
1;0;0;0;8;11;1,38;3;3;0;0;7;0;0;0;0;0;0;0;15;54;0;0;0;11;0;0;4;0;0;0;0;0;0;0;0;0;0;53;280;5,28;151;2,85;99;78;71;1;6;2363;2363;18;18;22;22;3;3;3;5,2;5,2;3,6;3,6;40;1;1;90
0;0;0;0;1;2;2;6;6;0;0;1;0;0;1;1;1;60;60;4;179;57;12;2;29;26;2;17;12;100;59;41;158;1,58;4;0;4;0;100;522;5,22;106;1,06;209;34;25;5;4;429;429;0;0;3;3;1;1;1;3,4;3,4;6,6;6,6;3;1;1;94
1;1;0;0;1;-1;-1;2;2;0;0;0;0;0;0;0;0;0;0;3;247;10;8;2;11;5;1;21;5;44;31;13;144;3,27;24;2;21;0;100;1818;18;187;1,87;288;139;122;6;11;31948;31948;16;16;271;271;3;14;14;6,8;6,8;13,4;13,4;287;1;1;469
0;0;0;0;8;8;1;10;9;1;0;5;14;2,8;2;7;3,5;1210;605;30;3;1;0;0;3;1;0;9;0;8;8;0;13;1,63;0;0;0;0;75;3833;51;349;4,65;194;31;12;11;8;52;26;0;0;0;0;1;0;0;15;7,5;2;1;0;1;1;258
16;5;9;2;4;1;0,25;6;6;0;0;1;0;0;1;1;1;119;119;12;15;0;1;2;6;0;1;6;1;65;55;10;220;3,38;131;17;100;13;68;37503;552;631;9,28;115;331;181;78;72;229;229;0;0;3;3;1;0;0;0;0;8,9;8,9;3;1;1;97
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;33;2;21;11;6;2;2;2;3;100;75;25;394;3,94;7;0;7;0;100;1029;10,29;159;1,59;270;47;33;8;6;2826;2826;24;24;75;75;3;2;2;21,2;21,2;9;9;99;1;1;230
2;2;0;0;1;0;0;8;8;0;0;12;0;0;4;3;0,75;2484;621;6;1095;93;31;1;25;10;1;20;6;94;74;20;21;0,22;27;0;26;0;66;971;15;45;0,68;130;65;64;1;0;41;41;0;0;0;0;1;0;0;2,4;2,4;9;9;0;1;1;41
3;2;0;1;2;1;0,5;10;9;1;0;14;0;0;8;3;0,38;6047;755,88;22;2;1;1;0;2;1;0;4;1;46;40;6;95;2,07;19;0;18;0;42;397;9,45;49;1,17;101;30;16;6;8;14656;14656;27;27;677;677;5;27;27;43,9;43,9;135,5;135,5;704;1;1;13
36;9;12;1;2;0;0;7;7;0;0;8;0;0;4;4;1;566;141,5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;918;30;54;1,74;113;171;104;53;14;75;75;0;0;1;1;1;0;0;0;0;12;12;1;1;1;22
0;0;0;0;5;2;0,4;24;19;5;0;49;4;0,08;40;40;1;28081;702,03;51;87;6;11;2;14;3;1;13;4;73;53;20;190;2,6;12;0;11;0;100;333;3,33;113;1,13;197;9;3;3;3;115;38,33;0;0;0;0;1;0;0;0;0;15;5;0;1;1;279
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;25;1105;44;104;4,16;81;12;6;1;5;7214;7214;20;20;2716;2716;5;7;7;13,5;13,5;186,2;186,2;2736;1;1;153
7;3;0;3;34;32;0,94;21;15;5;1;42;12;0,29;1;2;2;1097;1097;45;432;21;47;14;19;5;2;7;9;82;59;23;106;1,29;7;2;4;0;100;102;1,02;114;1,14;242;250;198;16;36;1291;322,75;0;0;42;10,5;1;1;0,25;13,3;3,33;67,6;16,9;42;1;1;73
1;1;0;0;1;1;1;9;9;0;0;13;0;0;7;9;1,29;5654;807,71;22;46;1;0;0;10;1;0;4;0;12;10;2;17;1,42;0;0;0;0;86;2904;34;184;2,14;192;132;63;37;32;18564;9282;280;560;440;220;3;16;8;35;17,5;164,6;82,3;1000;1,5;1;52
0;0;0;0;1;0;0;8;7;1;0;17;0;0;7;5;0,71;7092;1013,14;13;298;0;0;0;10;0;0;4;0;7;3;4;11;1,57;2;0;2;0;31;476;15;48;1,55;76;33;1;4;28;62;62;0;0;0;0;1;0;0;31,1;31,1;8,5;8,5;0;1;1;103
9;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;4;0;9;9;0;42;4,67;1;0;0;0;12;2267;189;133;11,08;22;11;7;4;0;746;746;2;2;19;19;3;0;0;30,1;30,1;108,5;108,5;23;1;4;106
2;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;60;2;1;5;9;2;4;4;1;53;31;22;173;3,26;23;0;22;1;50;769;15;83;1,66;134;67;45;16;6;11246;11246;14;14;36;36;4;8;8;4,1;4,1;2,8;2,8;50;1;1;46
0;0;0;0;1;0;0;3;3;0;0;8;0;0;4;0;0;2105;526,25;4;12;0;0;2;3;0;2;2;0;100;82;18;618;6,18;8;0;8;0;28;4074;146;253;9,04;78;128;71;40;17;100;100;3;3;1;1;3;0;0;2;2;3;3;4;1;1;237
2;1;0;0;1;0;0;3;3;0;0;1;0;0;1;1;1;1868;1868;1;131;6;0;0;2;6;0;1;0;20;12;8;29;1,45;0;0;0;0;20;635;32;24;1,2;46;0;0;0;0;52;52;0;0;3;3;1;0;0;21,2;21,2;5;5;3;1;1;28
1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;9;7;0;0;1;2;0;1;0;18;13;5;50;2,78;0;0;0;0;31;568;18;52;1,68;89;5;1;4;0;457;457;1;1;3;3;2;0;0;18;18;7,4;7,4;4;1;1;56
0;0;0;0;1;-1;-1;3;3;0;0;0;0;0;0;0;0;0;0;4;917;218;317;625;52;43;40;11;32;100;86;14;769;7,69;357;10;340;2;100;753;7,53;609;6,09;195;1388;947;263;178;86;86;7;7;0;0;3;0;0;0;0;1;1;7;1;1;429
0;0;0;0;6;9;1,5;8;8;0;0;6;0;0;4;2;0,5;1353;338,25;19;153;0;1;0;6;0;0;7;1;31;22;9;71;2,29;7;0;6;0;48;3897;81;221;4,6;152;223;96;32;95;1670;1670;14;14;33;33;3;0;0;2;2;2,5;2,5;47;1;1;867
0;0;0;0;30;69;2,3;26;18;7;1;39;9;0,23;3;17;5,67;11641;3880,33;44;839;16;118;0;44;14;0;13;22;100;59;41;194;1,94;4;0;4;0;100;195;1,95;190;1,9;249;202;185;13;4;13831;13831;26;26;155;155;4;10;10;4,6;4,6;9,1;9,1;181;1;1;361
3;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;130;0;0;0;7;0;0;9;0;3;3;0;13;4,33;0;0;0;0;69;944;14;125;1,81;232;27;2;9;16;6214;6214;28;28;247;247;3;5;5;16,2;16,2;21,5;21,5;275;1;1;51
0;0;0;0;2;1;0,5;2;2;0;0;0;0;0;0;0;0;0;0;3;1557;15;1;0;7;6;0;0;1;100;92;8;250;2,5;0;0;0;0;23;32768;1425;1415;61,52;54;297;162;105;30;29153;29153;47;47;756;756;5;10;10;11,8;11,8;107,3;107,3;803;1;1;2676
6;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;267;267;1;46;3;0;0;6;2;0;5;0;48;39;9;160;3,33;14;0;14;0;91;1725;19;170;1,87;194;17;13;4;0;651;651;1;1;11;11;5;0;0;32,7;32,7;9,7;9,7;12;1;1;137
0;0;0;0;1;2;2;5;5;0;0;0;0;0;0;0;0;0;0;2;2421;93;697;258;42;22;23;28;44;100;94;6;479;4,79;12;3;9;0;100;40;0;101;1,01;304;237;234;3;0;2365;2365;0;0;21;21;1;0;0;25,5;25,5;11,4;11,4;21;1;1;596
3;1;1;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;2;24;3;2;0;4;2;0;2;2;15;10;5;102;6,8;22;0;22;0;43;581;14;42;0,98;99;8;6;0;2;45;45;0;0;0;0;1;0;0;4,3;4,3;3;3;0;1;1;59
1;1;0;0;3;2;0,67;7;7;0;0;8;1;0,13;2;1;0,5;2170;1085;14;101;79;47;45;11;6;8;10;7;100;69;31;124;1,24;0;0;0;0;100;2746;27;204;2,04;265;66;51;5;10;18919;18919;1;1;119;119;3;119;119;30,3;30,3;7;7;120;1;1;455
0;0;0;0;1;1;1;15;11;4;0;26;0;0;10;2;0,2;14565;1456,5;26;279;32;17;9;18;21;2;10;6;100;93;7;94;0,94;7;0;7;0;70;44449;635;1544;22,06;121;433;383;41;9;111;111;1;1;0;0;3;0;0;0;0;1;1;1;1;1;186
1;0;0;0;29;13;0,45;10;8;2;0;36;12;0,33;7;3;0,43;1942;277,43;59;69;2;4;3;12;2;2;10;4;20;17;3;40;2;13;0;13;0;80;43009;538;1126;14,08;195;300;198;69;33;83;83;0;0;0;0;1;0;0;0;0;3,3;3,3;0;1;1;822
0;0;0;0;1;3;3;2;2;0;0;0;0;0;0;0;0;0;0;1;240;4;4;0;21;4;0;12;1;100;75;25;151;1,51;12;0;12;0;100;6947;69;482;4,82;159;283;224;48;11;28;28;0;0;0;0;1;0;0;9,7;9,7;0,8;0,8;0;1;1;481
0;0;0;0;9;3;0,33;9;9;0;0;14;3;0,21;12;2;0,17;3212;267,67;29;897;202;36;3;13;5;2;14;5;100;49;51;132;1,32;13;1;9;0;52;543;10,44;84;1,62;114;134;105;21;8;2222;1111;3;6;419;209,5;2;4;2;32;16;15,5;7,75;427;1;2,5;75
0;0;0;0;1;1;1;7;7;0;0;9;2;0,22;9;0;0;299;33,22;13;97;6;3;0;7;6;0;5;3;93;17;76;166;1,78;32;0;32;0;51;756;15;105;2,06;89;29;23;3;3;11;11;0;0;0;0;1;0;0;26,7;26,7;0;0;0;1;1;258
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;2;0;0;1;2;0;1;0;100;64;36;133;1,33;0;0;0;0;67;7409;111;264;3,94;93;243;146;76;21;9539;9539;5;5;107;107;3;2;2;1,2;1,2;16,8;16,8;112;1;1;271
13;4;3;0;6;9;1,5;4;4;0;0;8;0;0;1;0;0;975;975;14;178;4;3;5;9;3;2;5;2;100;72;28;288;2,88;0;0;0;0;100;1189;11,89;121;1,21;161;167;144;21;2;67054;22351,33;237;711;874;291,33;2,67;35;11,67;27;9;384;128;1586;1;2;893
32;9;11;12;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;95;2;7;0;24;2;0;19;7;100;100;0;155;1,55;1;0;1;0;100;176;1,76;50;0,5;242;44;32;3;9;502;167,33;1,67;5;7;2,33;2,33;0;0;1,2;0,4;15,8;5,27;12;1;1;202
2;1;0;0;5;52;10,4;12;7;5;0;4;0;0;0;0;0;0;0;13;49;1;16;0;10;1;0;13;9;15;11;4;86;5,73;3;0;3;0;100;1108;11,08;143;1,43;302;59;14;21;24;253;253;0;0;7;7;1;0;0;58,1;58,1;6,8;6,8;7;1;1;66
0;0;0;0;26;24;0,92;248;133;89;26;140;42;0,3;149;1029;6,91;1460004;9798,68;180;29;0;0;0;3;0;0;1;0;34;30;4;121;3,56;5;0;5;0;37;696;19;113;3,05;176;5;2;3;0;2675;2675;0;0;213;213;1;0;0;22,9;22,9;7,9;7,9;213;1;1;85
13;7;3;2;22;17;0,77;26;19;7;0;32;3;0,09;24;35;1,46;21884;911,83;75;815;19;43;5;37;13;3;32;22;100;90;10;250;2,5;40;1;33;0;98;50140;512;997;10,17;254;303;185;59;59;8828;4414;0;0;98;49;1;16;8;2,9;1,45;17,2;8,6;98;1;1;99
2;1;0;1;5;12;2,4;7;6;1;0;4;0;0;2;1;0,5;522;261;11;25;0;0;1;7;0;1;5;0;32;23;9;22;0,69;0;0;0;0;91;5244;58;548;6,02;170;39;29;4;6;5934;5934;6;6;206;206;5;18;18;9,8;9,8;32,9;32,9;212;1;1;571
2;1;0;0;1;7;7;9;8;1;0;7;1;0,14;7;5;0,71;6836;976,57;9;9;0;0;0;2;0;0;2;0;2;2;0;3;1,5;0;0;0;0;34;425;12,5;71;2,09;76;7;7;0;0;932;932;31;31;24;24;3;2;2;6,8;6,8;3,4;3,4;55;1;1;135
2;0;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;18;11;24;6;10;8;5;10;12;100;63;37;454;4,54;82;0;80;0;100;2747;27;139;1,39;176;437;78;303;56;297;297;0;0;2;2;1;1;1;16,8;16,8;26,5;26,5;2;1;1;239
0;0;0;0;4;3;0,75;31;23;6;2;89;9;0,1;35;65;1,86;79004;2257,26;40;9;1;1;0;2;1;0;1;1;100;96;4;142;1,42;0;0;0;0;33;15941;483;819;24,82;75;587;400;158;29;34322;34322;14;14;1088;1088;3;2;2;7,7;7,7;318;318;1102;1;1;439
2;1;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;3;0;0;0;3;0;0;0;81;65;16;436;5,38;160;17;140;0;32;919;29;142;4,44;104;49;15;11;23;6941;6941;7504;7504;0;0;3;15;15;0,4;0,4;1;1;7504;1;1;62
0;0;0;0;3;1;0,33;5;5;0;0;5;1;0,2;1;-3;-3;86;86;8;317;32;0;1;38;13;1;9;0;100;52;48;43;0,43;0;0;0;0;73;670;9,18;162;2,22;151;35;32;2;1;43;43;0;0;2;2;1;0;0;8,5;8,5;1;1;2;1;1;61
10;4;2;2;2;0;0;5;5;0;0;9;0;0;6;1;0,17;503;83,83;13;999;19;105;3;17;6;1;9;7;85;75;10;147;1,73;50;1;48;0;100;5839;58;211;2,11;241;364;195;101;68;678;339;1;2;16;8;2,5;0;0;11,2;5,6;35,7;17,85;18;1;1;377
0;0;0;0;2;4;2;5;5;0;0;4;0;0;1;1;1;1638;1638;6;91;0;0;0;19;0;0;25;0;0;0;0;0;0;0;0;0;0;100;1027;10,27;116;1,16;264;68;11;13;44;33658;33658;1543;1543;414;414;4;74;74;3,1;3,1;4;4;1957;1;1;1354
0;0;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;5;96;0;2;2;9;0;1;5;2;13;13;0;40;3,08;0;0;0;0;21;711;34;41;1,95;52;37;24;10;3;51;51;0;0;2;2;1;0;0;31,1;31,1;7;7;2;1;1;57
0;0;0;0;3;-1;-0,33;1;1;0;0;2;0;0;1;0;0;123;123;8;0;0;0;0;0;0;0;0;0;56;45;11;137;2,45;8;0;7;1;58;1677;29;105;1,81;123;149;122;5;22;1580;1580;0;0;2;2;1;0;0;38,9;38,9;5;5;2;1;1;187
1;0;0;1;3;0;0;3;3;0;0;1;0;0;1;0;0;43;43;4;156;4;5;1;17;4;1;13;5;100;75;25;358;3,58;6;0;6;0;100;1321;13;161;1,61;236;167;62;49;56;465;232,5;0;0;6;3;1;0;0;43,9;21,95;3,9;1,95;6;1;1;215
99;50;40;6;53;41;0,77;23;18;5;0;142;25;0,18;3;7;2,33;6856;2285,33;71;189;7;21;5;22;7;3;11;14;100;77;23;493;4,93;2;0;1;0;100;377;3,77;117;1,17;259;668;226;395;47;1343;1343;2;2;13;13;3;1;1;12,7;12,7;5,1;5,1;15;1;1;126
0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;5;44;7;16;4;10;4;1;14;8;30;18;12;135;4,5;83;7;76;0;51;5380;105;525;10,29;88;295;200;63;32;28;28;0;0;0;0;1;0;0;12,5;12,5;9;9;0;1;1;81
76;27;17;1;39;1005;25,77;108;58;42;8;65;50;0,77;19;339;17,84;284014;14948,11;130;78;23;9;1;10;16;1;16;7;43;39;4;134;3,12;20;0;19;0;87;1859;21;133;1,53;180;62;52;8;2;135;135;2;2;0;0;3;0;0;27,4;27,4;1;1;2;1;1;1072
0;0;0;0;4;1;0,25;10;9;1;0;25;2;0,08;13;2;0,15;5023;386,38;22;0;2;0;0;0;2;0;0;0;33;12;21;92;2,79;14;0;14;0;54;764;14;133;2,46;57;30;20;9;1;5;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;739
0;0;0;0;1;17;17;3;2;1;0;0;0;0;0;0;0;0;0;3;9;1;3;4;4;1;1;6;3;42;31;11;110;2,62;24;4;12;0;71;351;4,94;173;2,44;126;182;138;35;9;55;27,5;0;0;0;0;1;0;0;49,9;24,95;1,5;0,75;0;1;1;27
0;0;0;0;5;6;1,2;4;4;0;0;6;0;0;0;0;0;0;0;9;7;0;0;0;1;0;0;0;0;9;4;5;57;6,33;4;0;4;0;3;1387;462;113;37,67;6;50;21;10;19;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;1;151
11;2;6;3;2;1;0,5;4;4;0;0;2;0;0;1;-7;-7;283;283;4;14;2;0;0;6;1;0;1;0;62;48;14;160;2,58;3;0;2;0;70;559;7,99;132;1,89;138;119;94;16;9;48;48;0;0;1;1;1;0;0;2;2;9;9;1;1;1;164
38;6;19;12;1;1;1;29;21;6;2;128;1;0,01;25;40;1,6;78527;3141,08;39;63;1;2;0;7;1;0;5;2;61;51;10;232;3,8;2;0;2;0;81;20202;249;775;9,57;111;376;217;136;23;200;200;0;0;6;6;1;0;0;34,6;34,6;54;54;6;1;1;161
57;7;17;1;3;24;8;22;16;5;1;14;3;0,21;9;34;3,78;19696;2188,44;25;120;11;68;216;22;11;19;14;30;86;66;20;347;4,03;4;0;4;0;100;13;0;95;0,95;270;35;5;13;17;60;60;0;0;0;0;1;0;0;0;0;1,8;1,8;0;1;1;88
7;4;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;5;1;1;2;5;1;1;1;65;40;25;189;2,91;15;0;15;0;40;2481;62;163;4,08;73;102;58;39;5;257;257;1;1;2;2;3;0;0;1,9;1,9;12;12;3;1;1;48
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;34;5;1;0;10;5;0;7;1;12;7;5;19;1,58;1;0;0;0;68;1371;20;140;2,06;247;10;8;1;1;591;591;43;43;2;2;3;0;0;3,4;3,4;1;1;45;1;1;340
0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;23;3;4;0;7;3;0;1;2;32;25;7;113;3,53;41;0;40;0;71;12641;178;648;9,13;205;143;118;14;11;1090;1090;6;6;64;64;5;15;15;15,5;15,5;7,9;7,9;70;1;1;1171
0;0;0;0;6;21;3,5;22;19;3;0;26;0;0;17;19;1,12;10315;606,76;37;6222;645;179;110;120;78;22;31;43;100;92;8;388;3,88;0;0;0;0;100;287;2,87;131;1,31;209;111;54;49;8;743;371,5;0;0;9;4,5;1;0;0;28,1;14,05;12;6;10;1;3;283
3;2;0;0;32;24;0,75;21;18;3;0;62;16;0,26;14;9;0,64;6739;481,36;55;100;1;0;0;4;1;0;2;0;3;3;0;9;3;0;0;0;0;20;2766;138;240;12;70;206;160;40;6;86;86;0;0;0;0;1;0;0;3,4;3,4;6;6;0;1;1;126
0;0;0;0;1;2;2;2;2;0;0;2;0;0;0;0;0;0;0;4;340;8;1;0;46;6;0;23;1;97;46;51;199;2,05;9;0;8;1;100;1009;10,09;274;2,74;138;48;15;12;21;24687;24687;13;13;2066;2066;5;23;23;19,7;19,7;26,2;26,2;2079;1;1;2870
0;0;0;0;19;54;2,84;16;11;5;0;15;7;0,47;1;4;4;270;270;35;3;0;1;3;2;0;2;1;1;40;32;8;256;6,4;58;0;58;0;100;7803;78;177;1,77;191;367;235;109;23;58;29;0;0;0;0;1;0;0;0;0;5,5;2,75;0;1;1;149
0;0;0;0;3;0;0;5;5;0;0;7;0;0;7;1;0,14;483;69;14;98;0;0;0;6;0;0;2;0;11;6;5;9;0,82;0;0;0;0;64;827;12,92;115;1,8;109;13;11;2;0;63;63;0;0;1;1;1;0;0;8,7;8,7;25;25;1;1;1;708
4;2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;169;3;3;0;6;3;0;5;3;24;24;0;39;1,63;20;4;13;1;18;817;45;23;1,28;48;58;31;16;11;30;30;0;0;1;1;1;0;0;23,1;23,1;12;12;1;1;1;26
0;0;0;0;1;0;0;3;3;0;0;0;0;0;1;1;1;79;79;3;0;1;1;0;0;1;0;1;1;38;27;11;129;3,39;11;0;11;0;55;1192;22;110;2;160;15;10;4;1;803;803;16;16;9;9;5;0;0;1,7;1,7;5,3;5,3;25;1;1;151
16;9;3;4;86;772;8,98;104;53;40;11;92;21;0,23;40;742;18,55;623600;15590;162;531;6;5;0;26;5;0;25;3;12;5;7;18;1,5;2;0;2;0;71;1026;14;97;1,37;120;15;14;0;1;16;16;0;0;0;0;1;0;0;0;0;1;1;0;1;1;191
0;0;0;0;1;2;2;10;9;1;0;9;0;0;12;12;1;11502;958,5;25;179;2;114;10;7;1;3;3;4;41;39;2;71;1,73;0;0;0;0;18;1433;80;76;4,22;40;251;234;16;1;650;650;0;0;7;7;1;0;0;25,4;25,4;7;7;7;1;1;166
10;4;4;2;10;6;0,6;16;11;5;0;19;3;0,16;16;21;1,31;12218;763,63;62;196;11;60;23;33;9;9;25;35;100;78;22;213;2,13;23;0;22;0;100;56;1;79;0,79;240;59;44;5;10;35;35;0;0;0;0;1;0;0;0;0;0;0;0;1;1;137
0;0;0;0;2;0;0;3;3;0;0;0;0;0;0;0;0;0;0;8;1873;59;91;15;31;9;5;1;11;100;81;19;193;1,93;0;0;0;0;85;6744;79;480;5,65;166;321;265;46;10;517;517;0;0;6;6;1;0;0;11;11;12,4;12,4;6;1;1;731
0;0;0;0;2;1;0,5;5;5;0;0;3;0;0;3;1;0,33;2609;869,67;13;211;1;12;9;8;1;1;3;6;100;95;5;174;1,74;1;0;0;1;78;16310;209;467;5,99;132;556;381;163;12;574;574;0;0;7;7;1;0;0;4,3;4,3;2,9;2,9;7;1;1;1764
39;18;8;10;9;6;0,67;5;5;0;0;12;1;0,08;2;0;0;1000;500;21;1258;71;126;34;32;14;6;18;24;100;77;23;321;3,21;59;4;51;3;100;3294;33;155;1,55;326;516;408;80;28;6;6;0;0;0;0;1;0;0;0;0;2;2;0;1;1;264
0;0;0;0;5;3;0,6;11;11;0;0;2;0;0;1;0;0;54;54;8;139;8;5;0;15;5;0;9;5;78;68;10;306;3,92;4;0;2;1;80;8499;106;435;5,44;248;184;145;27;12;1657;1657;18;18;48;48;5;0;0;4,8;4,8;19,3;19,3;66;1;1;3368
1;0;0;1;1;10;10;4;3;1;0;0;0;0;0;0;0;0;0;3;224;0;3;0;10;0;0;12;1;0;0;0;0;0;0;0;0;0;98;356;3,63;150;1,53;194;1;0;0;1;6;6;0;0;2;2;1;0;0;25;25;0;0;2;2;1;128
1;1;0;0;140;99;0,71;11;9;1;1;67;14;0,21;3;3;1;117;39;121;6325;482;22;6;60;39;2;52;10;100;69;31;131;1,31;93;11;63;1;61;1178;19;76;1,25;143;144;40;91;13;110;110;0;0;0;0;1;0;0;46,9;46,9;0;0;0;1;1;119
0;0;0;0;1;2;2;1;1;0;0;1;0;0;0;0;0;0;0;3;820;5;2;0;11;3;0;9;1;43;30;13;98;2,28;1;0;1;0;38;490;12,89;68;1,79;73;36;19;4;13;1707;1707;0;0;10;10;1;0;0;6,9;6,9;6,7;6,7;10;1;1;49
16;6;4;3;1;0;0;2;2;0;0;5;0;0;4;0;0;1468;367;8;0;0;1;0;0;0;0;2;1;24;21;3;62;2,58;0;0;0;0;53;8674;164;261;4,92;116;389;314;51;24;376;376;0;0;0;0;1;0;0;4,6;4,6;1,3;1,3;0;1;1;2401
1;1;0;0;1;1;1;4;4;0;0;6;0;0;1;3;3;174;174;5;5;3;1;0;4;3;0;5;1;23;19;4;124;5,39;1;0;1;0;63;1267;20;208;3,3;161;13;7;2;4;23;23;0;0;0;0;1;0;0;20,7;20,7;2;2;0;1;1;286
1;0;0;0;1;0;0;2;2;0;0;3;0;0;2;2;1;1989;994,5;2;422;3;3;0;56;3;0;29;3;100;52;48;97;0,97;0;0;0;0;100;51;1;131;1,31;257;79;2;9;68;70;70;0;0;0;0;1;0;0;0;0;1;1;0;1;1;143
0;0;0;0;1;0;0;3;3;0;0;6;0;0;5;1;0,2;101;20,2;13;634;3;32;0;22;2;0;29;9;28;22;6;68;2,43;1;0;0;0;63;143;2,27;55;0,87;158;184;130;24;30;1128;1128;7;7;18;18;3;1;1;3,3;3,3;24,4;24,4;25;1;1;15
0;0;0;0;8;5;0,63;36;26;9;1;54;3;0,06;42;86;2,05;73855;1758,45;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;282;56;30;6;9;1;1;0;0;52;52;0;0;21;21;1;0;0;0;0;9;9;21;1;1;41
5;2;1;0;20;16;0,8;24;16;6;2;28;15;0,54;15;13;0,87;57785;3852,33;78;169;0;1;1;24;0;1;1;1;4;1;3;6;1,5;0;0;0;0;38;395;10,39;87;2,29;72;38;31;3;4;7;7;0;0;0;0;1;0;0;0;0;2;2;0;1;1;39
9;5;0;1;3;7;2,33;8;7;1;0;15;2;0,13;6;2;0,33;1497;249,5;23;5;2;3;0;2;2;0;6;2;35;22;13;90;2,57;0;0;0;0;100;1027;10,27;109;1,09;214;106;93;7;6;106;53;0;0;0;0;1;0;0;10,8;5,4;30;15;0;1;1;228
