qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
3;1;1;1;5;0;0;6;6;0;0;1;0;0;2;3;1,5;398;199;20;97;3;16;2;21;2;2;10;11;36;26;10;111;3,08;2;0;1;0;96;3949;41;112;1,17;168;72;64;4;4;541;541;6;6;3;3;3;0;0;6,4;6,4;2,3;2,3;9;1;1;774
4;2;0;2;39;187;4,79;31;20;11;0;75;11;0,15;1;1;1;112;112;60;10;0;1;0;1;0;0;2;1;4;3;1;48;12;0;0;0;0;58;126;2,17;68;1,17;98;12;6;1;5;314;314;0;0;4;4;1;0;0;0,3;0,3;63;63;4;1;1;32
13;5;5;2;2;1;0,5;2;2;0;0;0;0;0;0;0;0;0;0;7;1238;543;12;2;21;23;1;6;7;100;84;16;107;1,07;0;0;0;0;100;984;9,84;109;1,09;287;115;16;76;23;66;66;0;0;1;1;1;0;0;1,5;1,5;1;1;1;1;1;1542
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;1;10;9;1;2;0,2;0;0;0;0;18;39;2,17;61;3,39;32;85;72;11;2;3572;3572;6;6;33;33;3;3;3;29,5;29,5;5,1;5,1;39;1;1;39
0;0;0;0;2;6;3;3;3;0;0;0;0;0;0;0;0;0;0;4;252;11;0;0;10;6;0;7;0;100;79;21;427;4,27;1;0;1;0;93;471;5,06;152;1,63;187;18;11;2;5;5;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;39
0;0;0;0;2;3;1,5;6;5;1;0;1;0;0;0;0;0;0;0;6;143;3;5;3;9;3;1;5;3;35;24;11;99;2,83;17;0;16;0;62;216;3,48;74;1,19;129;131;108;20;3;41364;41364;92;92;688;688;5;22;22;12,3;12,3;48,2;48,2;780;1;1;9
14;5;5;3;3;5;1,67;7;7;0;0;8;0;0;5;6;1,2;5173;1034,6;9;0;0;0;0;0;0;0;0;0;10;9;1;40;4;6;0;6;0;48;92;1,92;64;1,33;63;8;4;0;4;1348;1348;0;0;10;10;1;1;1;4,8;4,8;36,6;36,6;10;1;1;48
0;0;0;0;9;9;1;15;13;2;0;21;6;0,29;3;4;1,33;3481;1160,33;23;605;33;34;22;37;10;7;32;7;100;81;19;189;1,89;47;4;35;2;100;1753;18;136;1,36;181;222;158;29;35;251;125,5;0;0;4;2;1;2;1;7,7;3,85;37;18,5;4;1;1;1299
1;1;0;0;9;8;0,89;24;18;5;1;21;0;0;21;30;1,43;22290;1061,43;51;1;0;1;0;1;0;0;1;1;13;5;8;17;1,31;10;6;4;0;71;2942;41;185;2,61;157;116;26;11;79;120;120;1;1;0;0;3;1;1;0;0;1;1;1;1;1;195
0;0;0;0;5;0;0;8;8;0;0;5;1;0,2;3;2;0,67;1712;570,67;19;126;0;4;0;16;0;0;7;3;65;50;15;229;3,52;4;0;4;0;100;11;0;95;0,95;244;760;614;98;48;428;428;0;0;3;3;1;0;0;3,6;3,6;2,9;2,9;3;1;1;224
1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;1;1;0;1;1;0;29;23;6;88;3,03;2;0;2;0;100;2655;27;245;2,45;197;68;50;10;8;103;34,33;0;0;0;0;1;0;0;0;0;13;4,33;0;1;1;404
0;0;0;0;2;0;0;3;2;1;0;2;0;0;1;0;0;7303;7303;9;430;12;19;20;14;4;3;5;6;100;64;36;48;0,48;3;0;3;0;40;714;18;150;3,75;97;247;182;21;44;5242;5242;9;9;38;38;4;0;0;10,7;10,7;4;4;47;1;1;33
1;0;0;1;4;15;3,75;5;5;0;0;3;0;0;0;0;0;0;0;8;432;11;162;8;46;9;4;21;30;74;54;20;139;1,88;1;0;1;0;74;2654;36;210;2,84;152;389;368;19;2;80;40;0;0;0;0;1;0;0;0;0;10;5;0;1;1;364
4;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4534;115;177;84;62;47;18;34;39;100;73;27;551;5,51;32;0;32;0;100;584;5,84;84;0,84;239;177;155;12;10;40;40;0;0;0;0;1;0;0;7;7;0;0;0;1;1;95
7;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;222;9;35;0;27;6;0;18;19;100;75;25;237;2,37;4;0;4;0;100;473;4,73;100;1;172;89;75;8;6;24;24;0;0;1;1;1;0;0;0;0;2,5;2,5;1;1;1;87
2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;386;32;261;183;4;4;2;1;3;100;86;14;332;3,32;16;1;15;0;20;792;40;116;5,8;57;106;52;38;16;57;28,5;0;0;1;0,5;1;0;0;77,6;38,8;17;8,5;1;1;1;465
0;0;0;0;6;108;18;16;6;10;0;5;6;1,2;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;4;3;1;5;1,25;0;0;0;0;20;857;43;92;4,6;42;49;43;4;2;13192;13192;194;194;43;43;5;1;1;0;0;1;1;237;1;1;65
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;902;7;3;1;104;4;1;22;3;48;23;25;114;2,38;22;3;18;0;100;2086;21;175;1,75;120;32;10;3;19;23;23;0;0;0;0;1;0;0;17,9;17,9;6;6;0;1;1;486
1;1;0;0;1;0;0;3;3;0;0;0;0;0;2;1;0,5;36;18;6;288;18;40;3;27;13;3;14;17;100;62;38;189;1,89;21;1;20;0;100;68229;682;1214;12,14;246;774;554;172;48;257;257;0;0;4;4;1;0;0;0;0;6,4;6,4;4;1;1;353
3;1;1;1;1;2;2;6;6;0;0;2;40;20;1;0;0;200;200;7;48;27;14;13;14;13;9;8;5;100;74;26;541;5,41;73;0;73;0;96;8609;90;289;3,01;211;238;132;97;9;46;15,33;0;0;0;0;1;0;0;0;0;7,5;2,5;0;1;1;561
1;1;0;0;3;1;0,33;3;3;0;0;1;0;0;0;0;0;0;0;2;39;32;30;45;3;3;2;1;2;100;77;23;248;2,48;48;1;47;0;94;2269;24;222;2,36;182;88;51;32;5;15;15;0;0;0;0;1;0;0;28,6;28,6;3;3;0;1;1;158
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;104;4;5;3;11;2;2;3;3;92;62;30;77;0,84;21;1;20;0;83;14425;174;362;4,36;156;169;126;13;30;95;47,5;0;0;0;0;1;0;0;11,1;5,55;9,4;4,7;0;1;1;417
12;5;4;2;1;67;67;27;14;11;2;3;1;0,33;7;49;7;40969;5852,71;14;94;3;6;10;12;2;3;4;4;100;60;40;327;3,27;8;0;8;0;46;27001;587;876;19,04;100;162;114;19;29;14;14;0;0;1;1;1;0;0;0;0;2;2;1;1;1;883
0;0;0;0;1;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;5;79;6;4;0;15;1;0;9;4;100;68;32;114;1,14;34;0;34;0;100;5901;59;234;2,34;214;449;229;144;76;41;20,5;0;0;0;0;1;0;0;0;0;14;7;0;1;1;219
6;2;0;0;15;175;11,67;46;24;21;1;44;34;0,77;3;4;1,33;610;203,33;30;307;25;16;2;25;17;1;31;14;95;74;21;390;4,11;37;0;36;0;59;864;15;102;1,73;145;73;20;16;37;24;24;0;0;1;1;1;0;0;4;4;2,7;2,7;1;1;1;84
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;138;2;0;1;12;1;1;5;0;100;62;38;93;0,93;0;0;0;0;80;945;11,81;106;1,33;168;98;64;18;16;35;35;0;0;0;0;1;0;0;25,5;25,5;3,5;3,5;0;1;1;181
0;0;0;0;1;1;1;4;4;0;0;0;0;0;0;0;0;0;0;4;41;15;1;0;5;1;0;4;1;100;9;91;17;0,17;0;0;0;0;25;993;40;91;3,64;28;25;11;10;4;6;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;85
7;2;1;2;2;3;1,5;3;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;15;12;3;31;2,07;0;0;0;0;87;3486;40;219;2,52;166;2;2;0;0;29;29;0;0;7;7;1;0;0;9,4;9,4;5;5;7;1;1;886
81;36;26;2;1;3;3;1;1;0;0;0;0;0;0;0;0;0;0;2;40;1;7;7;14;1;2;4;6;8;6;2;27;3,38;2;0;2;0;31;600;19;60;1,94;78;61;42;15;4;27;27;0;0;0;0;1;0;0;0;0;3;3;0;1;1;17
0;0;0;0;2;-1;-0,5;2;2;0;0;0;0;0;1;1;1;34;34;5;283;69;49;48;17;11;11;13;22;100;78;22;156;1,56;8;0;6;0;100;341;3,41;107;1,07;177;137;109;13;15;114;114;0;0;1;1;1;0;0;8,1;8,1;4,3;4,3;1;1;1;854
2;2;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;4;247;7;13;9;25;4;4;38;12;38;26;12;38;1;1;0;1;0;100;1586;16;108;1,08;276;152;126;9;17;565;565;0;0;3;3;1;0;0;1,1;1,1;40;40;3;1;1;128
0;0;0;0;5;8;1,6;9;8;1;0;12;2;0,17;5;3;0,6;804;160,8;21;211;9;8;0;20;9;0;16;8;75;58;17;253;3,37;43;1;40;0;100;3683;37;174;1,74;220;1046;778;231;37;6;6;0;0;0;0;1;0;0;0;0;0,5;0,5;0;1;1;201
0;0;0;0;2;2;1;7;7;0;0;6;0;0;2;1;0,5;107;53,5;13;453;99;94;202;21;11;9;13;11;100;95;5;642;6,42;289;21;196;25;68;8041;118;824;12,12;237;239;130;56;53;25;25;0;0;0;0;1;0;0;3,8;3,8;7;7;0;1;1;1673
0;0;0;0;3;3;1;3;3;0;0;3;0;0;4;-1;-0,25;168;42;19;185;11;42;8;4;1;1;1;2;100;92;8;72;0,72;4;0;4;0;33;938;28;68;2,06;86;185;153;13;19;792;792;1;1;8;8;3;0;0;0,5;0,5;8,7;8,7;9;1;1;70
11;8;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;167;23;2;0;11;7;0;12;2;100;80;20;275;2,75;0;0;0;0;100;528;5,28;156;1,56;224;209;180;21;8;64;64;5;5;0;0;3;0;0;0;0;1;1;5;1;1;104
49;16;21;3;3;13;4,33;5;4;1;0;0;0;0;1;0;0;41;41;6;29;4;18;45;3;4;1;1;4;100;95;5;220;2,2;18;0;18;0;41;326;7,95;57;1,39;99;75;39;31;5;99;99;0;0;0;0;1;0;0;15,4;15,4;11;11;0;1;1;38
2;1;0;0;1;11;11;3;2;1;0;0;0;0;0;0;0;0;0;1;93;1;0;0;6;1;0;8;0;74;50;24;130;1,76;6;0;6;0;100;1217;12,17;88;0,88;211;7;4;1;2;12;12;0;0;0;0;1;0;0;20;20;2;2;0;1;1;693
3;1;0;0;1;0;0;1;1;0;0;8;0;0;4;-2;-0,5;109;27,25;4;80;17;18;0;16;9;0;6;14;100;99;1;358;3,58;1;0;1;0;42;3139;75;231;5,5;109;163;133;23;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;162
0;0;0;0;1;0;0;6;5;1;0;2;0;0;2;0;0;873;436,5;4;69;7;17;50;21;4;11;7;6;100;72;28;417;4,17;0;0;0;0;100;216;2,16;70;0,7;202;163;98;8;57;224;224;0;0;2;2;1;0;0;4,3;4,3;21;21;2;1;1;272
45;6;30;0;9;9;1;10;10;0;0;29;5;0,17;3;2;0,67;241;80,33;33;275;15;14;12;27;4;5;5;7;100;59;41;217;2,17;9;0;8;0;92;3206;35;426;4,63;296;309;237;52;20;56;56;2;2;6;6;3;0;0;6,7;6,7;5,5;5,5;8;1;1;310
0;0;0;0;1;0;0;3;3;0;0;3;0;0;3;-1;-0,33;102;34;10;133;3;13;1;11;3;1;18;7;36;24;12;122;3,39;3;0;3;0;24;1064;44;19;0,79;66;29;19;5;5;97;97;2;2;0;0;3;0;0;0;0;20;20;2;1;1;18
64;9;30;24;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;95;3;13;1;13;3;1;12;5;99;87;12;211;2,13;23;5;17;0;58;2709;47;151;2,6;126;108;77;24;7;37;37;0;0;0;0;1;0;0;0;0;1;1;0;1;1;412
6;5;0;1;1;0;0;2;2;0;0;0;0;0;1;0;0;566;566;2;352;28;109;9;18;14;4;11;10;100;84;16;194;1,94;16;0;16;0;57;4718;83;127;2,23;139;262;195;58;9;77;77;0;0;0;0;1;0;0;0;0;1;1;0;1;1;379
12;5;4;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;84;10;20;0;17;7;0;15;12;100;81;19;94;0,94;12;0;7;1;80;2610;33;232;2,9;187;253;194;28;31;36;36;0;0;1;1;1;0;0;0;0;1,5;1,5;1;1;1;21
12;3;5;4;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;4;3163;10;65;215;12;3;7;9;9;96;90;6;3105;32,34;371;65;244;39;75;8460;113;507;6,76;212;826;679;128;19;15402;15402;6;6;179;179;5;18;18;3,4;3,4;40,3;40,3;185;1;1;821
39;14;11;3;3;10;3,33;5;2;3;0;3;0;0;0;0;0;0;0;10;50;5;2;0;7;4;0;6;2;66;51;15;245;3,71;2;0;2;0;84;5162;61;413;4,92;209;29;15;6;8;10729;10729;39;39;55;55;3;7;7;3,1;3,1;52,9;52,9;94;1;1;1127
0;0;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;2;57;53;21;1;16;42;1;23;15;100;70;30;333;3,33;12;0;12;0;100;6;0;90;0,9;379;1;1;0;0;9688;9688;5;5;156;156;3;5;5;1,2;1,2;10,4;10,4;167;1;4;30
64;27;5;8;1;10;10;3;2;1;0;0;0;0;0;0;0;0;0;3;286;14;2;0;12;6;0;3;2;49;45;4;148;3,02;0;0;0;0;47;1136;24;177;3,77;96;90;63;26;1;25;12,5;0;0;1;0,5;1;0;0;25,8;12,9;5;2,5;1;1;1;189
0;0;0;0;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;3;931;3;42;6;25;2;1;2;20;7;5;2;17;2,43;2;0;2;0;100;5792;58;2291;22,91;309;5303;4606;574;123;41;41;0;0;1;1;1;0;0;56,8;56,8;2;2;1;1;1;52
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;822;40;241;37;129;13;28;15;168;100;80;20;248;2,48;11;0;11;0;39;858;22;72;1,85;119;247;227;18;2;4414;4414;41;41;38;38;4;2;2;10,4;10,4;9,4;9,4;79;1;1;36
0;0;0;0;1;0;0;5;5;0;0;1;0;0;2;-1;-0,5;635;317,5;3;2047;52;255;14;55;18;4;30;27;100;49;51;217;2,17;79;1;78;0;100;2990;30;146;1,46;210;311;300;10;1;296141;296141;96;96;8290;8290;5;123;123;18,2;18,2;69,5;69,5;8386;1;1;585
1;1;0;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;3;11;1;0;1;4;1;1;2;0;18;15;3;52;2,89;8;0;8;0;56;565;10,09;104;1,86;134;56;20;7;29;5;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;185
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;56;0;2;0;3;0;0;1;2;100;76;24;131;1,31;0;0;0;0;100;16084;161;674;6,74;193;373;242;90;41;36;36;0;0;0;0;1;0;0;2,7;2,7;3;3;0;1;1;1222
9;4;3;1;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;2;0;34;30;4;199;5,85;10;0;10;0;44;581;13;42;0,95;77;46;14;8;24;555;555;2;2;9;9;3;1;1;9;9;23,8;23,8;11;1;1;80
5;2;2;1;4;3;0,75;15;13;2;0;15;0;0;16;12;0,75;15783;986,44;25;5;0;0;0;4;0;0;2;0;19;16;3;39;2,05;0;0;0;0;37;1087;29;125;3,38;77;63;38;17;8;79;39,5;0;0;0;0;1;0;0;6,1;3,05;3,5;1,75;0;1;1;97
9;5;2;2;3;3;1;4;4;0;0;6;0;0;7;1;0,14;1880;268,57;23;1048;1;4;0;14;1;0;11;4;6;5;1;14;2,33;0;0;0;0;77;1805;23;171;2,22;249;73;61;12;0;43;43;2;2;0;0;3;0;0;0;0;1;1;2;1;1;566
0;0;0;0;4;9;2,25;2;1;1;0;0;0;0;0;0;0;0;0;4;236;8;23;6;14;4;3;8;8;100;81;19;231;2,31;7;1;6;0;100;8031;80;382;3,82;248;479;344;68;67;28;28;0;0;0;0;1;0;0;9,7;9,7;0,2;0,2;0;1;1;287
9;5;2;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;5;24;1;0;0;4;1;0;78;0;4;1;3;4;1;1;0;1;0;100;12;0;4;0,04;281;1;0;0;1;2417;1208,5;9;18;127;63,5;3;2;1;34,4;17,2;44,5;22,25;149;1;2,5;101
0;0;0;0;1;1;1;2;2;0;0;0;0;0;1;0;0;430;430;3;285;4;2;4;15;3;4;5;2;83;51;32;238;2,87;9;0;9;0;81;27910;345;824;10,17;179;312;225;73;14;781;781;3;3;10;10;3;0;0;7;7;23,6;23,6;13;1;1;714
0;0;0;0;2;0;0;5;5;0;0;3;0;0;5;2;0,4;1149;229,8;17;199;0;4;0;2;0;0;1;3;44;33;11;35;0,8;3;0;3;0;65;587;9,03;132;2,03;113;294;259;24;11;72;72;2;2;0;0;3;0;0;0;0;1;1;2;1;1;54
0;0;0;0;1;19;19;13;11;2;0;10;1;0,1;9;20;2,22;8506;945,11;18;14;10;0;0;3;9;0;26;0;19;13;6;29;1,53;0;0;0;0;100;25;0;77;0,77;305;8;0;2;6;698;698;1;1;4;4;2;0;0;2,8;2,8;7,5;7,5;5;1;1;170
96;39;34;11;3;-4;-1,33;9;7;1;1;0;0;0;3;19;6,33;119982;39994;19;5;0;0;0;2;0;0;2;0;10;10;0;20;2;2;0;2;0;30;485;16;41;1,37;58;80;41;16;23;8;8;0;0;0;0;1;0;0;11,1;11,1;1;1;0;1;1;28
2;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;86;1;1;0;4;1;0;5;1;100;98;2;134;1,34;1;0;1;0;100;653;6,53;116;1,16;244;41;23;9;9;9372;9372;99;99;44;44;3;2;2;3,6;3,6;6,9;6,9;143;1;1;1236
1;1;0;0;5;9;1,8;31;22;7;2;14;0;0;11;21;1,91;58697;5336,09;14;170;4;9;2;15;4;1;7;5;29;22;7;106;3,66;8;0;8;0;98;1272;12,98;117;1,19;230;88;47;34;7;3662;3662;0;0;39;39;1;4;4;10,3;10,3;11,6;11,6;39;1;1;82
0;0;0;0;2;7;3,5;1;1;0;0;0;0;0;0;0;0;0;0;4;128;2;1;0;4;2;0;5;1;2;1;1;1;0,5;0;0;0;0;7;280;40;15;2,14;11;4;2;0;2;197;197;2;2;20;20;3;0;0;12,4;12,4;22;22;22;1;1;4
2;1;0;0;17;29;1,71;18;14;4;0;16;18;1,13;1;2;2;1884;1884;32;21;1;6;2;4;1;1;25;1;19;14;5;52;2,74;1;0;1;0;100;13;0;96;0,96;332;0;0;0;0;801;801;0;0;34;34;1;4;4;11,4;11,4;9,6;9,6;34;1;1;137
0;0;0;0;2;1;0,5;8;7;1;0;9;0;0;4;11;2,75;6022;1505,5;14;613;96;94;353;58;41;40;32;39;100;80;20;465;4,65;40;0;40;0;100;1177;11,77;144;1,44;235;247;210;16;21;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;1;67
5;3;1;1;4;15;3,75;11;9;2;0;22;7;0,32;7;-2;-0,29;5196;742,29;16;64;1;0;0;13;1;0;15;0;72;57;15;185;2,57;3;0;2;1;100;302;3,02;137;1,37;197;18;8;5;5;64;32;0;0;1;0,5;1;0;0;30,5;15,25;13;6,5;1;1;1;618
3;2;0;1;10;5;0,5;6;6;0;0;4;1;0,25;0;0;0;0;0;14;292;12;4;31;9;7;3;5;2;100;33;67;28;0,28;7;0;5;0;100;2006;20;326;3,26;264;341;205;29;107;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1346
4;2;1;1;37;62;1,68;46;32;14;0;121;43;0,36;44;51;1,16;61358;1394,5;117;263;27;24;16;29;13;7;10;5;100;69;31;420;4,2;0;0;0;0;100;682;6,82;138;1,38;263;90;75;7;8;201;201;0;0;11;11;1;0;0;21,5;21,5;53;53;11;1;1;453
93;17;47;24;2;0;0;7;6;1;0;4;0;0;5;1;0,2;4156;831,2;14;525;103;36;0;75;64;0;16;24;100;100;0;443;4,43;2;0;2;0;89;1911;21;163;1,83;124;182;142;39;1;157;157;0;0;5;5;1;0;0;26,3;26,3;44;44;5;1;1;92
0;0;0;0;2;2;1;19;15;4;0;48;0;0;18;12;0,67;23161;1286,72;31;53;4;1;12;5;4;2;7;1;30;18;12;34;1,13;2;0;2;0;54;570;10,56;59;1,09;103;80;56;19;5;455;455;11;11;52;52;3;8;8;6,8;6,8;4,8;4,8;63;1;1;25
17;3;8;5;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;5;109;2;7;2;3;2;1;5;2;47;32;15;112;2,38;6;1;5;0;72;2516;35;207;2,88;169;35;25;6;4;61498;61498;14;14;3812;3812;5;27;27;19,6;19,6;29,8;29,8;3826;1;1;323
0;0;0;0;25;61;2,44;86;52;31;3;162;82;0,51;68;283;4,16;149149;2193,37;123;2;0;0;0;1;0;0;10;0;6;5;1;55;9,17;7;0;7;0;95;51074;538;995;10,47;305;152;109;40;3;10396;10396;36;36;114;114;4;3;3;10,2;10,2;25,5;25,5;150;1;1;73
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;1601;262;102;37;39;71;10;18;37;100;90;10;167;1,67;8;2;6;0;72;4477;62;348;4,83;143;506;339;121;46;78;78;0;0;5;5;1;0;0;21,2;21,2;5;5;5;1;1;681
29;5;5;0;3;7;2,33;3;3;0;0;1;0;0;0;0;0;0;0;8;121;7;18;2;13;5;2;30;7;69;21;48;154;2,23;130;1;126;1;75;23481;313;339;4,52;247;315;177;107;31;1990;1990;0;0;27;27;1;2;2;18,5;18,5;5,8;5,8;27;1;1;444
5;3;1;1;15;16;1,07;7;5;2;0;13;0;0;3;0;0;500;166,67;26;169;17;38;2;9;2;1;9;6;29;26;3;21;0,72;2;0;2;0;32;726;23;31;0,97;88;34;33;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;217
0;0;0;0;12;5;0,42;11;10;1;0;9;3;0,33;3;0;0;4849;1616,33;28;234;10;87;50;32;7;11;15;27;100;97;3;514;5,14;0;0;0;0;100;73;1;18;0,18;387;30;24;0;6;47;47;0;0;0;0;1;0;0;11,3;11,3;5;5;0;1;1;935
11;4;4;2;2;3;1,5;4;4;0;0;0;0;0;1;0;0;12;12;9;0;0;0;0;0;0;0;1;0;16;13;3;73;4,56;1;0;1;0;40;716;18;54;1,35;104;62;43;15;4;64;64;0;0;0;0;1;0;0;0;0;4;4;0;1;1;30
14;7;1;4;1;0;0;6;6;0;0;4;0;0;4;2;0,5;514;128,5;10;175;9;5;0;15;4;0;17;3;55;19;36;176;3,2;89;4;66;7;100;691;6,91;68;0,68;211;11;8;1;2;40;40;0;0;0;0;1;0;0;9,1;9,1;3,5;3,5;0;1;1;101
34;14;12;6;9;17;1,89;22;17;4;1;21;1;0,05;13;17;1,31;21291;1637,77;20;0;0;0;0;0;0;0;4;0;2;2;0;6;3;0;0;0;0;100;19;0;95;0,95;265;0;0;0;0;78;78;0;0;8;8;1;0;0;11,4;11,4;23;23;8;1;1;220
0;0;0;0;215;181;0,84;38;24;11;3;0;0;0;0;0;0;0;0;0;92;3;3;2;10;2;1;4;1;100;84;16;361;3,61;10;0;10;0;98;1429;15;168;1,71;198;152;106;22;24;12;12;0;0;0;0;1;0;0;0;0;3;3;0;1;1;101
15;12;0;0;6;33;5,5;8;4;4;0;1;0;0;0;0;0;0;0;16;14;0;7;1;5;0;1;2;3;15;15;0;12;0,8;2;0;2;0;75;2328;31;141;1,88;145;52;49;3;0;13;13;0;0;0;0;1;0;0;0;0;2;2;0;1;1;57
1;0;0;0;1;1;1;2;2;0;0;3;0;0;2;0;0;239;119,5;9;0;0;0;0;0;0;0;0;0;44;11;33;70;1,59;26;1;24;1;40;3603;90;182;4,55;136;27;21;4;2;66;66;0;0;0;0;1;0;0;1,5;1,5;1;1;0;1;1;427
13;7;3;3;8;11;1,38;6;6;0;0;10;1;0,1;2;1;0,5;564;282;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1116;86;1236;95,08;25;7;1;1;5;403;403;1;1;13;13;3;0;0;15,5;15,5;5,1;5,1;14;1;1;165
2;1;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;7;3;4;11;1,57;0;0;0;0;100;9;0;145;1,45;321;385;11;89;285;70;70;1;1;2;2;3;0;0;1,4;1,4;2,7;2,7;3;1;1;85
18;10;3;3;1;0;0;4;4;0;0;5;0;0;1;2;2;222;222;4;1130;2;53;6;27;2;5;12;13;100;72;28;292;2,92;23;2;13;1;100;1805;18;207;2,07;208;348;327;14;7;64;32;0;0;0;0;1;0;0;0;0;10;5;0;1;1;742
0;0;0;0;1;5;5;4;4;0;0;2;0;0;1;0;0;29;29;7;1;0;1;0;1;0;0;0;1;14;9;5;20;1,43;3;0;3;0;25;4999;200;201;8,04;34;148;98;40;10;93;93;0;0;0;0;1;0;0;69,5;69,5;6;6;0;1;1;158
0;0;0;0;4;4;1;4;4;0;0;4;1;0,25;0;0;0;0;0;13;42;1;5;0;4;1;0;7;2;6;4;2;22;3,67;0;0;0;0;88;910;10,34;125;1,42;188;41;36;5;0;126;63;0;0;0;0;1;0;0;23,1;11,55;7,2;3,6;0;1;1;27
0;0;0;0;2;0;0;12;8;3;1;6;0;0;6;13;2,17;24390;4065;12;1277;70;183;2;94;38;1;23;61;100;72;28;357;3,57;36;0;35;0;100;73;1;91;0,91;191;321;312;9;0;223;223;1;1;0;0;3;0;0;0;0;1,8;1,8;1;1;1;38
3;2;0;1;10;7;0,7;15;12;2;1;37;12;0,32;11;18;1,64;16776;1525,09;43;172;3;2;0;19;3;0;18;2;34;23;11;75;2,21;0;0;0;0;100;107;1,07;109;1,09;240;33;1;7;25;9170;9170;14;14;0;0;3;2;2;2,7;2,7;1;1;14;1;1;251
38;13;7;3;21;248;11,81;52;30;19;3;34;29;0,85;5;91;18,2;154573;30914,6;45;0;0;0;0;0;0;0;2;0;2;1;1;2;1;0;0;0;0;50;334;6,68;69;1,38;108;6;6;0;0;73;73;0;0;1;1;1;0;0;5,2;5,2;7;7;1;1;1;139
